session,verdict,C1,C2,C3,C4,C5,C7,tar_bytes_now,wfz_bytes_now,b2_wfz_bytes,notes
ZYE_0069/2023-07-19/1,PASS,pass,pass,pass,pass,pass,pass,48121812480,20559886021,20559886021,
ZYE_0069/2023-07-27/3,PASS,pass,pass,pass,pass,pass,pass,74742523392,32275137450,32275137450,
ZYE_0069/2023-08-16/1,PASS,pass,pass,pass,pass,pass,pass,61504310784,26621756317,26621756317,
ZYE_0069/2023-08-17/5,PASS,pass,pass,pass,pass,pass,pass,269463664128,115728777689,115728777689,
ZYE_0069/2023-08-22/1,PASS,pass,pass,pass,pass,pass,pass,56832744960,24524327274,24524327274,
ZYE_0069/2023-08-24/4,PASS,pass,pass,pass,pass,pass,pass,244725628416,108084581329,108084581329,
ZYE_0069/2023-09-06/1,PASS,pass,pass,pass,pass,pass,pass,96571430400,41574701735,41574701735,
ZYE_0069/2023-10-03/1,PASS,pass,pass,pass,pass,pass,pass,64093859328,27697992401,27697992401,
ZYE_0069/2023-11-20/1,PASS,pass,pass,pass,pass,pass,pass,293244225024,130299116292,130299116292,
ZYE_0070/2023-01-13/1,PASS,pass,pass,pass,pass,pass,pass,32773105152,14432768343,14432768343,
ZYE_0070/2023-01-14/1,PASS,pass,pass,pass,pass,pass,pass,145237476864,62374271525,62374271525,
ZYE_0070/2023-01-15/1,PASS,pass,pass,pass,pass,pass,pass,157096748544,66561369042,66561369042,
ZYE_0070/2023-01-16/1,PASS,pass,pass,pass,pass,pass,pass,169521139200,74396371953,74396371953,
ZYE_0070/2023-01-16/5,PASS,pass,pass,pass,pass,pass,pass,119009121792,51843471573,51843471573,
ZYE_0070/2023-01-17/1,PASS,pass,pass,pass,pass,pass,pass,98346323968,35995103794,35995103794,
ZYE_0070/2023-01-17/5,PASS,pass,pass,pass,pass,pass,pass,98346323968,35995100194,35995100194,
ZYE_0071/2023-01-13/1,PASS,pass,pass,pass,pass,pass,pass,28512247296,12283298543,12283298543,
ZYE_0071/2023-01-14/1,PASS,pass,pass,pass,pass,pass,pass,155221034496,66745479527,66745479527,
ZYE_0071/2023-01-17/3,PASS,pass,pass,pass,pass,pass,pass,168306734592,72915105556,72915105556,
ZYE_0071/2023-01-17/7,PASS,pass,pass,pass,pass,pass,pass,158226353664,68098872000,68098872000,
ZYE_0071/2023-01-19/1,PASS,pass,pass,pass,pass,pass,pass,72187147776,31822629835,31822629835,
ZYE_0072/2023-01-13/3,PASS,pass,pass,pass,pass,pass,pass,30270887424,12392354851,12392354851,
ZYE_0072/2023-01-15/1,PASS,pass,pass,pass,pass,pass,pass,148160527872,61858282414,61858282414,
ZYE_0072/2023-01-22/1,PASS,pass,pass,pass,pass,pass,pass,164876785152,66466635583,66466635583,
ZYE_0072/2023-01-22/5,PASS,pass,pass,pass,pass,pass,pass,144641349120,57200406159,57200406159,
ZYE_0075/2024-04-28/1,PASS,pass,pass,pass,pass,pass,pass,21212530176,7997101987,7997101987,
ZYE_0075/2024-05-04/2,PASS,pass,pass,pass,pass,pass,pass,15696766464,5951635370,5951635370,
ZYE_0076/2024-04-28/1,PASS,pass,pass,pass,pass,pass,pass,17291503104,6574188783,6574188783,
ZYE_0076/2024-05-04/2,PASS,pass,pass,pass,pass,pass,pass,27889540608,10533386824,10533386824,
ZYE_0076/2024-05-17/1,PASS,pass,pass,pass,pass,pass,pass,121715111424,44347640303,44347640303,
ZYE_0076/2024-05-20/1,PASS,pass,pass,pass,pass,pass,pass,122362498560,43973575220,43973575220,
ZYE_0076/2024-05-30/5,PASS,pass,pass,pass,pass,pass,pass,32979408384,11791573834,11791573834,
ZYE_0077/2024-04-28/1,PASS,pass,pass,pass,pass,pass,pass,22989522432,8672422357,8672422357,
ZYE_0077/2024-05-04/2,PASS,pass,pass,pass,pass,pass,pass,30262027776,11438353893,11438353893,
ZYE_0077/2024-05-17/1,PASS,pass,pass,pass,pass,pass,pass,103436391936,37803846954,37803846954,
ZYE_0077/2024-05-30/3,PASS,pass,pass,pass,pass,pass,pass,31668813312,11337697530,11337697530,
ZYE_0077/2024-07-22/1,PASS,pass,pass,pass,pass,pass,pass,142275190272,57180166833,57180166833,
ZYE_0078/2024-04-28/1,PASS,pass,pass,pass,pass,pass,pass,29394415104,10756679955,10756679955,
ZYE_0078/2024-05-14/2,PASS,pass,pass,pass,pass,pass,pass,77632667136,27199201664,27199201664,
ZYE_0078/2024-05-20/4,PASS,pass,pass,pass,pass,pass,pass,114163527168,40246923122,40246923122,
ZYE_0078/2024-05-30/5,PASS,pass,pass,pass,pass,pass,pass,33533136384,11678181726,11678181726,
ZYE_0078/2024-07-23/1,PASS,pass,pass,pass,pass,pass,pass,164403426816,64670861250,64670861250,
ZYE_0079/2024-04-29/1,PASS,pass,pass,pass,pass,pass,pass,28971050496,10602550598,10602550598,
ZYE_0079/2024-05-04/2,PASS,pass,pass,pass,pass,pass,pass,14569059840,5374667981,5374667981,
ZYE_0080/2024-04-29/2,PASS,pass,pass,pass,pass,pass,pass,29079264768,11115680157,11115680157,
ZYE_0081/2024-04-29/2,PASS,pass,pass,pass,pass,pass,pass,27852836352,10581556781,10581556781,
ZYE_0082/2024-04-30/1,PASS,pass,pass,pass,pass,pass,pass,29090655744,10273591787,10273591787,
ZYE_0083/2024-04-30/4,PASS,pass,pass,pass,pass,pass,pass,31947259392,11344429561,11344429561,
ZYE_0084/2024-04-29/1,PASS,pass,pass,pass,pass,pass,pass,28360367616,10752847513,10752847513,
ZYE_0085/2024-05-24/1,PASS,pass,pass,pass,pass,pass,pass,108659154432,40432734284,40432734284,
ZYE_0085/2024-07-08/1,PASS,pass,pass,pass,pass,pass,pass,162206866944,65886240006,65886240006,
ZYE_0085/2024-07-08/3,PASS,pass,pass,pass,pass,pass,pass,29415931392,11921351456,11921351456,
ZYE_0085/2024-07-09/3,PASS,pass,pass,pass,pass,pass,pass,134615391744,56199082452,56199082452,
ZYE_0085/2024-07-10/1,PASS,pass,pass,pass,pass,pass,pass,175612780032,72064338440,72064338440,
ZYE_0085/2024-07-10/3,PASS,pass,pass,pass,pass,pass,pass,80144377344,33046784824,33046784824,
ZYE_0085/2024-07-11/1,PASS,pass,pass,pass,pass,pass,pass,176584809984,73161418469,73161418469,
ZYE_0085/2024-07-11/3,PASS,pass,pass,pass,pass,pass,pass,68690750976,28613468256,28613468256,
ZYE_0085/2024-07-12/1,PASS,pass,pass,pass,pass,pass,pass,106382224896,43390302127,43390302127,
ZYE_0085/2024-07-13/2,PASS,pass,pass,pass,pass,pass,pass,123936984576,50289031021,50289031021,
ZYE_0085/2024-07-14/2,PASS,pass,pass,pass,pass,pass,pass,186924019200,77677631805,77677631805,
ZYE_0085/2024-07-14/4,PASS,pass,pass,pass,pass,pass,pass,62046014976,26084747275,26084747275,
ZYE_0085/2024-07-15/2,PASS,pass,pass,pass,pass,pass,pass,115290600960,47668039456,47668039456,
ZYE_0085/2024-07-16/1,PASS,pass,pass,pass,pass,pass,pass,175245737472,72066814067,72066814067,
ZYE_0085/2024-07-17/1,PASS,pass,pass,pass,pass,pass,pass,141923335680,58588737492,58588737492,
ZYE_0085/2024-07-17/3,PASS,pass,pass,pass,pass,pass,pass,74633676288,30952504355,30952504355,
ZYE_0085/2024-07-18/3,PASS,pass,pass,pass,pass,pass,pass,145450741248,58106223188,58106223188,
ZYE_0085/2024-07-22/1,PASS,pass,pass,pass,pass,pass,pass,141398085120,58588071174,58588071174,
ZYE_0085/2024-07-22/7,PASS,pass,pass,pass,pass,pass,pass,119257191936,49461934884,49461934884,
ZYE_0085/2024-07-22/9,PASS,pass,pass,pass,pass,pass,pass,65436728832,27245319505,27245319505,
ZYE_0085/2024-07-23/1,PASS,pass,pass,pass,pass,pass,pass,170666565120,70615861708,70615861708,
ZYE_0085/2024-07-23/3,PASS,pass,pass,pass,pass,pass,pass,91330315776,37979625401,37979625401,
ZYE_0085/2024-07-24/1,PASS,pass,pass,pass,pass,pass,pass,212070231552,87370529528,87370529528,
ZYE_0085/2024-07-24/3,PASS,pass,pass,pass,pass,pass,pass,58590119424,24289227419,24289227419,
ZYE_0085/2024-07-25/1,PASS,pass,pass,pass,pass,pass,pass,45648072192,18777765801,18777765801,
ZYE_0085/2024-07-25/3,PASS,pass,pass,pass,pass,pass,pass,224438932992,92703762386,92703762386,
ZYE_0085/2024-07-25/5,PASS,pass,pass,pass,pass,pass,pass,75862636032,31630552756,31630552756,
ZYE_0085/2024-07-26/1,PASS,pass,pass,pass,pass,pass,pass,128953443840,53735842336,53735842336,
ZYE_0085/2024-07-26/3,PASS,pass,pass,pass,pass,pass,pass,59903878656,25053637094,25053637094,
ZYE_0085/2024-07-26/5,PASS,pass,pass,pass,pass,pass,pass,35707547136,14907056649,14907056649,
ZYE_0085/2024-07-27/1,PASS,pass,pass,pass,pass,pass,pass,18828652032,7765326414,7765326414,
ZYE_0085/2024-07-27/3,PASS,pass,pass,pass,pass,pass,pass,161963226624,67217057253,67217057253,
ZYE_0085/2024-07-27/5,PASS,pass,pass,pass,pass,pass,pass,61735927296,25799287157,25799287157,
ZYE_0085/2024-07-28/1,PASS,pass,pass,pass,pass,pass,pass,160426710528,66558793836,66558793836,
ZYE_0085/2024-07-28/3,PASS,pass,pass,pass,pass,pass,pass,61631510016,25458607969,25458607969,
ZYE_0085/2024-07-29/7,PASS,pass,pass,pass,pass,pass,pass,211481064960,86460907985,86460907985,
ZYE_0085/2024-07-29/9,PASS,pass,pass,pass,pass,pass,pass,76103745024,31172245850,31172245850,
ZYE_0085/2024-09-08/1,PASS,pass,pass,pass,pass,pass,pass,141819551232,59624230003,59624230003,
ZYE_0085/2025-01-31/2,PASS,pass,pass,pass,pass,pass,pass,61727700480,24140423262,24140423262,
ZYE_0085/2025-01-31/6,PASS,pass,pass,pass,pass,pass,pass,48757808640,19100370747,19100370747,
ZYE_0086/2024-05-24/1,PASS,pass,pass,pass,pass,pass,pass,119320475136,43119155878,43119155878,
ZYE_0086/2025-02-11/1,PASS,pass,pass,pass,pass,pass,pass,132470724096,53544783926,53544783926,
ZYE_0086/2025-03-05/1,PASS,pass,pass,pass,pass,pass,pass,141301262848,55875135627,55875135627,
ZYE_0086/2025-03-06/1,PASS,pass,pass,pass,pass,pass,pass,152899806720,59326746239,59326746239,
ZYE_0087/2024-05-23/1,PASS,pass,pass,pass,pass,pass,pass,36902966784,13976257646,13976257646,
ZYE_0087/2024-05-23/5,PASS,pass,pass,pass,pass,pass,pass,112184028672,41648309373,41648309373,
ZYE_0087/2024-08-19/1,PASS,pass,pass,pass,pass,pass,pass,140232408576,55865907757,55865907757,
ZYE_0087/2024-09-04/1,PASS,pass,pass,pass,pass,pass,pass,29556420096,11884934210,11884934210,
ZYE_0087/2024-09-05/1,PASS,pass,pass,pass,pass,pass,pass,107489048064,42726832578,42726832578,
ZYE_0087/2024-09-06/1,PASS,pass,pass,pass,pass,pass,pass,51044230656,19900381178,19900381178,
ZYE_0087/2024-09-06/2,PASS,pass,pass,pass,pass,pass,pass,112980131328,44100808382,44100808382,
ZYE_0087/2024-09-06/3,PASS,pass,pass,pass,pass,pass,pass,142322652672,55529073446,55529073446,
ZYE_0087/2024-09-07/1,PASS,pass,pass,pass,pass,pass,pass,145658942976,58857221693,58857221693,
ZYE_0088/2024-05-23/1,PASS,pass,pass,pass,pass,pass,pass,152682745344,57343787837,57343787837,
ZYE_0088/2024-07-08/2,PASS,pass,pass,pass,pass,pass,pass,76681520640,31774642934,31774642934,
ZYE_0088/2024-07-09/1,PASS,pass,pass,pass,pass,pass,pass,161303815680,67216688378,67216688378,
ZYE_0088/2024-07-09/3,PASS,pass,pass,pass,pass,pass,pass,28372391424,11790368078,11790368078,
ZYE_0088/2024-07-10/1,PASS,pass,pass,pass,pass,pass,pass,134049639936,55683536810,55683536810,
ZYE_0088/2024-07-10/3,PASS,pass,pass,pass,pass,pass,pass,55517720064,23130754270,23130754270,
ZYE_0088/2024-07-11/1,PASS,pass,pass,pass,pass,pass,pass,175388124672,73937138593,73937138593,
ZYE_0088/2024-07-11/3,PASS,pass,pass,pass,pass,pass,pass,61936535040,26121291817,26121291817,
ZYE_0088/2024-07-12/1,PASS,pass,pass,pass,pass,pass,pass,44696925696,18547313699,18547313699,
ZYE_0088/2024-07-12/8,PASS,pass,pass,pass,pass,pass,pass,59908308480,24814545915,24814545915,
ZYE_0088/2024-07-13/2,PASS,pass,pass,pass,pass,pass,pass,149832470016,61988835581,61988835581,
ZYE_0088/2024-07-15/2,PASS,pass,pass,pass,pass,pass,pass,142744751616,59344172777,59344172777,
ZYE_0088/2024-07-15/4,PASS,pass,pass,pass,pass,pass,pass,61556835840,25651269578,25651269578,
ZYE_0088/2024-07-16/2,PASS,pass,pass,pass,pass,pass,pass,149878666752,61005162023,61005162023,
ZYE_0088/2024-07-17/1,PASS,pass,pass,pass,pass,pass,pass,118955331072,49831210287,49831210287,
ZYE_0088/2024-08-23/1,PASS,pass,pass,pass,pass,pass,pass,133343399424,55470065931,55470065931,
ZYE_0088/2024-09-04/1,PASS,pass,pass,pass,pass,pass,pass,29872203264,12336151904,12336151904,
ZYE_0088/2024-09-05/1,PASS,pass,pass,pass,pass,pass,pass,136907509248,56734781383,56734781383,
ZYE_0088/2024-09-06/1,PASS,pass,pass,pass,pass,pass,pass,153124462080,61448809575,61448809575,
ZYE_0088/2024-09-06/2,PASS,pass,pass,pass,pass,pass,pass,124750173696,49745641797,49745641797,
ZYE_0088/2024-09-07/1,PASS,pass,pass,pass,pass,pass,pass,122470080000,49295944358,49295944358,
ZYE_0089/2024-05-23/1,PASS,pass,pass,pass,pass,pass,pass,153235840512,56562947756,56562947756,
ZYE_0089/2024-07-08/1,PASS,pass,pass,pass,pass,pass,pass,144145841664,57552039545,57552039545,
ZYE_0089/2024-07-09/1,PASS,pass,pass,pass,pass,pass,pass,175616577024,70658157871,70658157871,
ZYE_0089/2024-07-09/3,PASS,pass,pass,pass,pass,pass,pass,35760705024,14375012238,14375012238,
ZYE_0089/2024-07-10/1,PASS,pass,pass,pass,pass,pass,pass,115233646080,45965608918,45965608918,
ZYE_0089/2024-07-10/3,PASS,pass,pass,pass,pass,pass,pass,70751884800,28418445227,28418445227,
ZYE_0089/2024-07-11/5,PASS,pass,pass,pass,pass,pass,pass,158511760896,63922723058,63922723058,
ZYE_0089/2024-07-11/7,PASS,pass,pass,pass,pass,pass,pass,85941751296,34778417969,34778417969,
ZYE_0089/2024-07-12/2,PASS,pass,pass,pass,pass,pass,pass,162746672640,65573530499,65573530499,
ZYE_0089/2024-07-12/4,PASS,pass,pass,pass,pass,pass,pass,60945520128,24673559452,24673559452,
ZYE_0089/2024-07-16/1,PASS,pass,pass,pass,pass,pass,pass,129723600384,51978240392,51978240392,
ZYE_0089/2024-07-17/1,PASS,pass,pass,pass,pass,pass,pass,125076715008,50454348558,50454348558,
ZYE_0089/2025-04-30/5,PASS,pass,pass,pass,pass,pass,pass,28855242240,11378797955,11378797955,
ZYE_0089/2025-05-01/1,PASS,pass,pass,pass,pass,pass,pass,104593841664,41925347769,41925347769,
ZYE_0089/2025-05-02/1,PASS,pass,pass,pass,pass,pass,pass,158267487744,63512012449,63512012449,
ZYE_0089/2025-05-02/5,PASS,pass,pass,pass,pass,pass,pass,96151229952,38458461288,38458461288,
ZYE_0089/2025-05-02/6,PASS,pass,pass,pass,pass,pass,pass,27831320064,11102994078,11102994078,
ZYE_0089/2025-05-03/1,PASS,pass,pass,pass,pass,pass,pass,141586036224,57621950875,57621950875,
ZYE_0089/2025-05-03/2,PASS,pass,pass,pass,pass,pass,pass,114787499520,46592544624,46592544624,
ZYE_0089/2025-05-04/1,PASS,pass,pass,pass,pass,pass,pass,89043260928,34081357853,34081357853,
ZYE_0089/2025-05-05/1,PASS,pass,pass,pass,pass,pass,pass,14620319232,5434929074,5434929074,
ZYE_0089/2025-05-07/1,PASS,pass,pass,pass,pass,pass,pass,41292289536,16011093950,16011093950,
ZYE_0089/2025-05-07/3,PASS,pass,pass,pass,pass,pass,pass,44927909376,16677304194,16677304194,
ZYE_0090/2024-06-25/2,PASS,pass,pass,pass,pass,pass,pass,29614640640,11522682747,11522682747,
ZYE_0090/2024-07-16/1,PASS,pass,pass,pass,pass,pass,pass,134642603520,54704146588,54704146588,
ZYE_0090/2024-07-16/3,PASS,pass,pass,pass,pass,pass,pass,60294968832,24527114281,24527114281,
ZYE_0090/2024-07-17/1,PASS,pass,pass,pass,pass,pass,pass,162351785472,65759464761,65759464761,
ZYE_0090/2024-07-27/1,PASS,pass,pass,pass,pass,pass,pass,141218993664,57230608218,57230608218,
ZYE_0090/2024-07-27/3,PASS,pass,pass,pass,pass,pass,pass,58258515456,23655838442,23655838442,
ZYE_0090/2024-08-10/10,PASS,pass,pass,pass,pass,pass,pass,60665808384,24437477831,24437477831,
ZYE_0090/2024-08-10/5,PASS,pass,pass,pass,pass,pass,pass,111918239232,45101103455,45101103455,
ZYE_0090/2024-08-11/4,PASS,pass,pass,pass,pass,pass,pass,128042798592,51869448962,51869448962,
ZYE_0090/2024-08-11/6,PASS,pass,pass,pass,pass,pass,pass,61959949824,25162641177,25162641177,
ZYE_0090/2024-08-12/1,PASS,pass,pass,pass,pass,pass,pass,178513681920,72312861447,72312861447,
ZYE_0090/2024-08-12/3,PASS,pass,pass,pass,pass,pass,pass,60784780800,24616044734,24616044734,
ZYE_0090/2024-08-13/1,PASS,pass,pass,pass,pass,pass,pass,24093814272,9830513327,9830513327,
ZYE_0090/2024-08-13/3,PASS,pass,pass,pass,pass,pass,pass,149555289600,60440557641,60440557641,
ZYE_0090/2024-08-13/5,PASS,pass,pass,pass,pass,pass,pass,92928216576,37689817085,37689817085,
ZYE_0090/2024-08-14/1,PASS,pass,pass,pass,pass,pass,pass,139264808448,56271815091,56271815091,
ZYE_0090/2024-08-14/3,PASS,pass,pass,pass,pass,pass,pass,85327271424,34502913293,34502913293,
ZYE_0090/2024-08-15/1,PASS,pass,pass,pass,pass,pass,pass,88381951488,36038222940,36038222940,
ZYE_0090/2024-08-15/3,PASS,pass,pass,pass,pass,pass,pass,85143117312,34859739807,34859739807,
ZYE_0090/2024-08-16/1,PASS,pass,pass,pass,pass,pass,pass,108466773504,43177079890,43177079890,
ZYE_0090/2024-08-16/3,PASS,pass,pass,pass,pass,pass,pass,127318205952,50792677457,50792677457,
ZYE_0090/2024-08-18/3,PASS,pass,pass,pass,pass,pass,pass,101327795712,41031374794,41031374794,
ZYE_0090/2024-08-18/5,PASS,pass,pass,pass,pass,pass,pass,95936699904,38777778390,38777778390,
ZYE_0090/2024-08-19/1,PASS,pass,pass,pass,pass,pass,pass,113922418176,47138582509,47138582509,
ZYE_0090/2024-08-19/3,PASS,pass,pass,pass,pass,pass,pass,81476488704,33679570237,33679570237,
ZYE_0090/2024-08-20/1,PASS,pass,pass,pass,pass,pass,pass,110195037696,45383253762,45383253762,
ZYE_0090/2024-08-20/3,PASS,pass,pass,pass,pass,pass,pass,84785567232,35018798374,35018798374,
ZYE_0090/2024-08-21/1,PASS,pass,pass,pass,pass,pass,pass,106483478016,43884614872,43884614872,
ZYE_0090/2024-08-21/3,PASS,pass,pass,pass,pass,pass,pass,92358667776,38236405191,38236405191,
ZYE_0090/2024-09-08/1,PASS,pass,pass,pass,pass,pass,pass,121332880896,49648469840,49648469840,
ZYE_0090/2025-02-02/1,PASS,pass,pass,pass,pass,pass,pass,56399887872,22301712554,22301712554,
ZYE_0090/2025-02-02/3,PASS,pass,pass,pass,pass,pass,pass,62746560000,24872081283,24872081283,
ZYE_0090/2025-02-25/1,PASS,pass,pass,pass,pass,pass,pass,142001174016,59329485012,59329485012,
ZYE_0090/2025-03-06/5,PASS,pass,pass,pass,pass,pass,pass,144525540864,61057989294,61057989294,
ZYE_0090/2025-03-14/3,PASS,pass,pass,pass,pass,pass,pass,148123823616,62475266391,62475266391,
ZYE_0090/2025-04-26/1,PASS,pass,pass,pass,pass,pass,pass,35956882944,14383771247,14383771247,
ZYE_0090/2025-04-26/3,PASS,pass,pass,pass,pass,pass,pass,28908400128,11487333867,11487333867,
ZYE_0090/2025-04-26/5,PASS,pass,pass,pass,pass,pass,pass,32735135232,13017532639,13017532639,
ZYE_0090/2025-05-02/2,PASS,pass,pass,pass,pass,pass,pass,159536948736,65333631964,65333631964,
ZYE_0090/2025-05-03/1,PASS,pass,pass,pass,pass,pass,pass,79795686912,32476590687,32476590687,
ZYE_0090/2025-05-03/2,PASS,pass,pass,pass,pass,pass,pass,12947744256,5264759398,5264759398,
ZYE_0090/2025-05-03/4,PASS,pass,pass,pass,pass,pass,pass,36349871616,15362027558,15362027558,
ZYE_0090/2025-05-03/6,PASS,pass,pass,pass,pass,pass,pass,118456659456,49255095497,49255095497,
ZYE_0090/2025-05-05/1,PASS,pass,pass,pass,pass,pass,pass,119643852288,47786962010,47786962010,
ZYE_0090/2025-06-04/2,PASS,pass,pass,pass,pass,pass,pass,117775099392,47693011777,47693011777,
ZYE_0090/2025-06-04/4,PASS,pass,pass,pass,pass,pass,pass,113906597376,45982864613,45982864613,
ZYE_0090/2025-06-05/1,PASS,pass,pass,pass,pass,pass,pass,143071925760,57796670077,57796670077,
ZYE_0090/2025-06-06/1,PASS,pass,pass,pass,pass,pass,pass,115517154816,45114114936,45114114936,
ZYE_0090/2025-06-07/1,PASS,pass,pass,pass,pass,pass,pass,146131035648,59338981372,59338981372,
ZYE_0090/2025-06-07/2,PASS,pass,pass,pass,pass,pass,pass,121045575168,47497419952,47497419952,
ZYE_0090/2025-06-08/1,PASS,pass,pass,pass,pass,pass,pass,126777767424,50616065075,50616065075,
ZYE_0090/2025-06-10/1,PASS,pass,pass,pass,pass,pass,pass,129658418688,52032413717,52032413717,
ZYE_0090/2025-06-10/2,PASS,pass,pass,pass,pass,pass,pass,145213429248,57283595801,57283595801,
ZYE_0090/2025-06-11/1,PASS,pass,pass,pass,pass,pass,pass,134323656192,53935676827,53935676827,
ZYE_0090/2025-06-12/1,PASS,pass,pass,pass,pass,pass,pass,117051139584,46020224359,46020224359,
ZYE_0090/2025-06-12/2,PASS,pass,pass,pass,pass,pass,pass,115114673664,45011219473,45011219473,
ZYE_0090/2025-06-13/1,PASS,pass,pass,pass,pass,pass,pass,123365537280,47960926269,47960926269,
ZYE_0090/2025-06-16/1,PASS,pass,pass,pass,pass,pass,pass,126962554368,47932422661,47932422661,
ZYE_0090/2025-06-16/2,PASS,pass,pass,pass,pass,pass,pass,114279968256,43119251839,43119251839,
ZYE_0090/2025-06-17/1,PASS,pass,pass,pass,pass,pass,pass,109128082944,40416705551,40416705551,
ZYE_0090/2025-06-19/2,PASS,pass,pass,pass,pass,pass,pass,106546128384,40057171242,40057171242,
ZYE_0090/2025-06-22/1,PASS,pass,pass,pass,pass,pass,pass,73378137600,27870393987,27870393987,
ZYE_0090/2025-06-22/2,PASS,pass,pass,pass,pass,pass,pass,87873787392,33217757903,33217757903,
ZYE_0091/2024-06-25/2,PASS,pass,pass,pass,pass,pass,pass,28685643264,11107042207,11107042207,
ZYE_0091/2024-07-08/1,PASS,pass,pass,pass,pass,pass,pass,103292106240,41141533240,41141533240,
ZYE_0091/2024-07-08/3,PASS,pass,pass,pass,pass,pass,pass,29675392512,11817951699,11817951699,
ZYE_0091/2024-07-09/1,PASS,pass,pass,pass,pass,pass,pass,142937765376,56929382038,56929382038,
ZYE_0091/2024-07-09/3,PASS,pass,pass,pass,pass,pass,pass,30566419968,12184702612,12184702612,
ZYE_0091/2024-07-10/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,64646968967,64646968967,C4: the tar is already gone
ZYE_0091/2024-07-11/1,PASS,pass,pass,pass,pass,pass,pass,179339527680,72377416755,72377416755,
ZYE_0091/2024-07-11/3,PASS,pass,pass,pass,pass,pass,pass,61821992448,25046841363,25046841363,
ZYE_0091/2024-07-12/1,PASS,pass,pass,pass,pass,pass,pass,149278109184,59900836437,59900836437,
ZYE_0091/2024-07-12/3,PASS,pass,pass,pass,pass,pass,pass,62053608960,24923352128,24923352128,
ZYE_0091/2024-07-13/1,PASS,pass,pass,pass,pass,pass,pass,193675070976,77156586633,77156586633,
ZYE_0091/2024-07-13/4,PASS,pass,pass,pass,pass,pass,pass,81364477440,32505387538,32505387538,
ZYE_0091/2024-07-14/3,PASS,pass,pass,pass,pass,pass,pass,163667443200,66981034703,66981034703,
ZYE_0091/2024-07-14/5,PASS,pass,pass,pass,pass,pass,pass,70694929920,29065040853,29065040853,
ZYE_0091/2024-07-15/1,PASS,pass,pass,pass,pass,pass,pass,164152825344,66864336914,66864336914,
ZYE_0091/2024-07-15/5,PASS,pass,pass,pass,pass,pass,pass,65001973248,26573721643,26573721643,
ZYE_0091/2024-07-16/1,PASS,pass,pass,pass,pass,pass,pass,169788194304,68954230814,68954230814,
ZYE_0091/2024-07-16/3,PASS,pass,pass,pass,pass,pass,pass,77948450304,31821887258,31821887258,
ZYE_0091/2024-07-17/2,PASS,pass,pass,pass,pass,pass,pass,166309516800,67859167746,67859167746,
ZYE_0091/2024-07-17/4,PASS,pass,pass,pass,pass,pass,pass,60999943680,24916737564,24916737564,
ZYE_0091/2024-07-26/2,PASS,pass,pass,pass,pass,pass,pass,61165112832,25079854353,25079854353,
ZYE_0091/2024-07-26/4,PASS,pass,pass,pass,pass,pass,pass,30558193152,12488569039,12488569039,
ZYE_0091/2024-07-27/2,PASS,pass,pass,pass,pass,pass,pass,30537942528,12313016696,12313016696,
ZYE_0091/2024-07-28/1,PASS,pass,pass,pass,pass,pass,pass,138123812352,56216727522,56216727522,
ZYE_0091/2024-07-28/3,PASS,pass,pass,pass,pass,pass,pass,61917550080,25497059241,25497059241,
ZYE_0091/2024-09-08/1,PASS,pass,pass,pass,pass,pass,pass,141368974848,59215204920,59215204920,
ZYE_0091/2025-02-02/1,PASS,pass,pass,pass,pass,pass,pass,71707461120,27034338517,27034338517,
ZYE_0091/2025-02-28/3,PASS,pass,pass,pass,pass,pass,pass,146839807488,59998424279,59998424279,
ZYE_0091/2025-03-11/1,PASS,pass,pass,pass,pass,pass,pass,129821056512,52373368941,52373368941,
ZYE_0091/2025-03-13/1,PASS,pass,pass,pass,pass,pass,pass,135277334016,54864067419,54864067419,
ZYE_0091/2025-05-06/2,PASS,pass,pass,pass,pass,pass,pass,49934876160,20323891813,20323891813,
ZYE_0091/2025-05-06/3,PASS,pass,pass,pass,pass,pass,pass,100284255744,40712652232,40712652232,
ZYE_0091/2025-05-06/6,PASS,pass,pass,pass,pass,pass,pass,118757887488,48214022742,48214022742,
ZYE_0091/2025-05-07/1,PASS,pass,pass,pass,pass,pass,pass,124290104832,49850347209,49850347209,
ZYE_0091/2025-06-04/1,PASS,pass,pass,pass,pass,pass,pass,123882561024,50732811848,50732811848,
ZYE_0091/2025-06-04/3,PASS,pass,pass,pass,pass,pass,pass,118073163264,46813377654,46813377654,
ZYE_0091/2025-06-05/2,PASS,pass,pass,pass,pass,pass,pass,116154416640,47103358896,47103358896,
ZYE_0091/2025-06-06/1,PASS,pass,pass,pass,pass,pass,pass,106632193536,42542576932,42542576932,
ZYE_0091/2025-06-06/2,PASS,pass,pass,pass,pass,pass,pass,119352749568,48410887130,48410887130,
ZYE_0091/2025-06-06/5,PASS,pass,pass,pass,pass,pass,pass,129598299648,51654683164,51654683164,
ZYE_0091/2025-06-08/1,PASS,pass,pass,pass,pass,pass,pass,117439065600,45900968706,45900968706,
ZYE_0091/2025-06-08/3,PASS,pass,pass,pass,pass,pass,pass,128388324864,50113609364,50113609364,
ZYE_0091/2025-06-13/2,PASS,pass,pass,pass,pass,pass,pass,125755743744,48812757332,48812757332,
ZYE_0091/2025-06-13/3,PASS,pass,pass,pass,pass,pass,pass,115619673600,45021112288,45021112288,
